cidade,bairro,weekday,count
Guaraciaba do Norte,,Quarta-feira,1
Guaraciaba do Norte,,Segunda-feira,1
Guaraciaba do Norte,,Sexta-feira,1
Guaramiranga,,Domingo,1
Guaramiranga,,Sexta-feira,1
Guaramiranga,,Terça-feira,1
Hidrolândia,,Quarta-feira,1
Hidrolândia,,Sexta-feira,1
Horizonte,,Sábado,31
Horizonte,,Terça-feira,24
Horizonte,,Domingo,23
Horizonte,,Quarta-feira,21
Horizonte,,Sexta-feira,19
Horizonte,,Segunda-feira,15
Horizonte,,Quinta-feira,14
Ibaretama,,Domingo,9
Ibaretama,,Segunda-feira,7
Ibaretama,,Sábado,3
Ibaretama,,Terça-feira,3
Ibaretama,,Sexta-feira,2
Ibiapina,,Quinta-feira,4
Ibiapina,,Domingo,3
Ibiapina,,Segunda-feira,3
Ibiapina,,Terça-feira,2
Ibiapina,,Quarta-feira,1
Ibiapina,,Sexta-feira,1
Ibiapina,,Sábado,1
Ibicuitinga,,Terça-feira,9
Ibicuitinga,,Quinta-feira,8
Ibicuitinga,,Sábado,7
Ibicuitinga,,Segunda-feira,6
Ibicuitinga,,Sexta-feira,5
Ibicuitinga,,Domingo,3
Ibicuitinga,,Quarta-feira,2
Icapuí,,Sábado,7
Icapuí,,Domingo,5
Icapuí,,Quinta-feira,5
Icapuí,,Segunda-feira,4
Icapuí,,Terça-feira,4
Icapuí,,Sexta-feira,3
Icapuí,,Quarta-feira,2
Icó,,Terça-feira,11
Icó,,Domingo,5
Icó,,Segunda-feira,5
Icó,,Sábado,5
Icó,,Quarta-feira,4
Icó,,Sexta-feira,4
Icó,,Quinta-feira,3
Iguatu,,Quinta-feira,18
Iguatu,,Domingo,17
Iguatu,,Segunda-feira,17
Iguatu,,Sábado,16
Iguatu,,Quarta-feira,10
Iguatu,,Sexta-feira,10
Iguatu,,Terça-feira,5
Independência,,Domingo,8
Independência,,Quinta-feira,6
Independência,,Sábado,6
Independência,,Segunda-feira,5
Independência,,Sexta-feira,5
Independência,,Terça-feira,2
Ipaporanga,,Domingo,3
Ipaporanga,,Quarta-feira,3
Ipaporanga,,Segunda-feira,1
Ipaporanga,,Sexta-feira,1
Ipaporanga,,Sábado,1
Ipaumirim,,Quarta-feira,1
Ipaumirim,,Sábado,1
Ipu,,Domingo,3
Ipu,,Quarta-feira,2
Ipu,,Sábado,2
Ipu,,Terça-feira,2
Ipu,,Quinta-feira,1
Ipueiras,,Sábado,3
Ipueiras,,Domingo,1
Ipueiras,,Quarta-feira,1
Ipueiras,,Quinta-feira,1
Iracema,,Domingo,7
Iracema,,Sábado,4
Iracema,,Sexta-feira,3
Iracema,,Segunda-feira,2
Iracema,,Terça-feira,2
Iracema,,Quarta-feira,1
Irauçuba,,Quinta-feira,7
Irauçuba,,Segunda-feira,5
Irauçuba,,Sábado,5
Irauçuba,,Domingo,4
Irauçuba,,Sexta-feira,4
Irauçuba,,Quarta-feira,3
Irauçuba,,Terça-feira,2
Itaitinga,,Domingo,19
Itaitinga,,Sexta-feira,13
Itaitinga,,Sábado,12
Itaitinga,,Quarta-feira,11
Itaitinga,,Quinta-feira,10
Itaitinga,,Terça-feira,8
Itaitinga,,Segunda-feira,7
Itaiçaba,,Sábado,6
Itaiçaba,,Domingo,2
Itaiçaba,,Quinta-feira,2
Itaiçaba,,Quarta-feira,1
Itaiçaba,,Segunda-feira,1
Itaiçaba,,Sexta-feira,1
Itaiçaba,,Terça-feira,1
Itapajé,,Domingo,21
Itapajé,,Terça-feira,20
Itapajé,,Sábado,16
Itapajé,,Quarta-feira,11
Itapajé,,Quinta-feira,9
Itapajé,,Segunda-feira,9
Itapajé,,Sexta-feira,8
Itapipoca,,Domingo,36
Itapipoca,,Quarta-feira,31
Itapipoca,,Quinta-feira,27
Itapipoca,,Sábado,25
Itapipoca,,Terça-feira,25
Itapipoca,,Sexta-feira,24
Itapipoca,,Segunda-feira,19
Itapiúna,,Domingo,8
Itapiúna,,Sábado,7
Itapiúna,,Sexta-feira,6
Itapiúna,,Quinta-feira,5
Itapiúna,,Terça-feira,5
Itapiúna,,Quarta-feira,4
Itapiúna,,Segunda-feira,4
Itarema,,Sábado,23
Itarema,,Quinta-feira,21
Itarema,,Domingo,20
Itarema,,Segunda-feira,19
Itarema,,Quarta-feira,18
Itarema,,Sexta-feira,17
Itarema,,Terça-feira,16
Itatira,,Domingo,10
Itatira,,Segunda-feira,5
Itatira,,Quarta-feira,4
Itatira,,Sexta-feira,4
Itatira,,Sábado,3
Itatira,,Terça-feira,3
Itatira,,Quinta-feira,1
Jaguaretama,,Sábado,9
Jaguaretama,,Quinta-feira,7
Jaguaretama,,Segunda-feira,6
Jaguaretama,,Quarta-feira,5
Jaguaretama,,Domingo,4
Jaguaretama,,Sexta-feira,4
Jaguaretama,,Terça-feira,3
Jaguaribara,,Domingo,8
Jaguaribara,,Sexta-feira,5
Jaguaribara,,Segunda-feira,4
Jaguaribara,,Quarta-feira,3
Jaguaribara,,Terça-feira,3
Jaguaribara,,Sábado,2
Jaguaribara,,Quinta-feira,1
Jaguaribe,,Sábado,10
Jaguaribe,,Domingo,7
Jaguaribe,,Sexta-feira,6
Jaguaribe,,Quinta-feira,4
Jaguaribe,,Segunda-feira,4
Jaguaribe,,Quarta-feira,2
Jaguaribe,,Terça-feira,1
Jaguaruana,,Domingo,7
Jaguaruana,,Quarta-feira,2
Jaguaruana,,Quinta-feira,2
Jaguaruana,,Segunda-feira,2
Jaguaruana,,Sexta-feira,2
Jaguaruana,,Sábado,1
Jaguaruana,,Terça-feira,1
Jardim,,Quinta-feira,2
Jardim,,Sexta-feira,2
Jardim,,Sábado,2
Jardim,,Domingo,1
Jati,,Terça-feira,2
Jati,,Segunda-feira,1
Jati,,Sexta-feira,1
Jijoca de Jericoacoara,,Sexta-feira,8
Jijoca de Jericoacoara,,Domingo,7
Jijoca de Jericoacoara,,Sábado,7
Jijoca de Jericoacoara,,Quarta-feira,6
Jijoca de Jericoacoara,,Segunda-feira,6
Jijoca de Jericoacoara,,Quinta-feira,5
Jijoca de Jericoacoara,,Terça-feira,2
Juazeiro do Norte,,Sábado,71
Juazeiro do Norte,,Domingo,54
Juazeiro do Norte,,Sexta-feira,46
Juazeiro do Norte,,Terça-feira,39
Juazeiro do Norte,,Quinta-feira,37
Juazeiro do Norte,,Segunda-feira,28
Juazeiro do Norte,,Quarta-feira,21
Jucás,,Sexta-feira,5
Jucás,,Sábado,5
Jucás,,Segunda-feira,4
Jucás,,Quinta-feira,3
Jucás,,Domingo,1
Jucás,,Terça-feira,1
Lavras da Mangabeira,,Quinta-feira,3
Lavras da Mangabeira,,Domingo,1
Lavras da Mangabeira,,Quarta-feira,1
Lavras da Mangabeira,,Sábado,1
Lavras da Mangabeira,,Terça-feira,1
Limoeiro do Norte,,Domingo,23
Limoeiro do Norte,,Sábado,18
Limoeiro do Norte,,Sexta-feira,16
Limoeiro do Norte,,Quarta-feira,15
Limoeiro do Norte,,Quinta-feira,11
Limoeiro do Norte,,Terça-feira,10
Limoeiro do Norte,,Segunda-feira,9
Madalena,,Terça-feira,7
Madalena,,Sábado,6
Madalena,,Sexta-feira,5
Madalena,,Quarta-feira,4
Madalena,,Quinta-feira,4
Madalena,,Domingo,2
Madalena,,Segunda-feira,1
Maracanaú,,Sábado,123
Maracanaú,,Domingo,108
Maracanaú,,Terça-feira,93
Maracanaú,,Quinta-feira,92
Maracanaú,,Quarta-feira,89
Maracanaú,,Segunda-feira,80
Maracanaú,,Sexta-feira,78
Maranguape,,Sexta-feira,55
Maranguape,,Terça-feira,48
Maranguape,,Quinta-feira,46
Maranguape,,Sábado,46
Maranguape,,Domingo,44
Maranguape,,Segunda-feira,38
Maranguape,,Quarta-feira,34
Marco,,Segunda-feira,4
Marco,,Sábado,4
Marco,,Terça-feira,4
Marco,,Quarta-feira,3
Marco,,Sexta-feira,2
Marco,,Domingo,1
Marco,,Quinta-feira,1
Martinópole,,Quinta-feira,2
Martinópole,,Quarta-feira,1
Martinópole,,Segunda-feira,1
Martinópole,,Sexta-feira,1
Martinópole,,Sábado,1
Massapê,,Quarta-feira,7
Massapê,,Domingo,5
Massapê,,Terça-feira,4
Massapê,,Segunda-feira,3
Massapê,,Sexta-feira,2
Massapê,,Quinta-feira,1
Massapê,,Sábado,1
Mauriti,,Quinta-feira,7
Mauriti,,Domingo,5
Mauriti,,Quarta-feira,5
Mauriti,,Segunda-feira,4
Mauriti,,Sábado,3
Mauriti,,Sexta-feira,2
Mauriti,,Terça-feira,2
Meruoca,,Sábado,2
Meruoca,,Terça-feira,2
Meruoca,,Segunda-feira,1
Milagres,,Quarta-feira,5
Milagres,,Terça-feira,4
Milagres,,Domingo,2
Milagres,,Segunda-feira,1
Milagres,,Sábado,1
Milhã,,Domingo,3
Milhã,,Quarta-feira,2
Milhã,,Segunda-feira,2
Milhã,,Sábado,2
Milhã,,Terça-feira,1
Miraíma,,Domingo,8
Miraíma,,Terça-feira,8
Miraíma,,Quarta-feira,7
Miraíma,,Segunda-feira,5
Miraíma,,Sexta-feira,5
Miraíma,,Quinta-feira,1
Missão Velha,,Sexta-feira,7
Missão Velha,,Segunda-feira,5
Missão Velha,,Sábado,5
Missão Velha,,Terça-feira,5
Missão Velha,,Domingo,2
Missão Velha,,Quarta-feira,2
Missão Velha,,Quinta-feira,2
Mombaça,,Domingo,5
Mombaça,,Quarta-feira,4
Mombaça,,Sábado,4
Mombaça,,Quinta-feira,2
Mombaça,,Segunda-feira,2
Mombaça,,Terça-feira,2
Mombaça,,Sexta-feira,1
Monsenhor Tabosa,,Domingo,5
Monsenhor Tabosa,,Terça-feira,5
Monsenhor Tabosa,,Sábado,4
Monsenhor Tabosa,,Quarta-feira,2
Monsenhor Tabosa,,Quinta-feira,2
Monsenhor Tabosa,,Segunda-feira,2
Monsenhor Tabosa,,Sexta-feira,2
Morada Nova,,Domingo,30
Morada Nova,,Sábado,27
Morada Nova,,Sexta-feira,22
Morada Nova,,Quinta-feira,17
Morada Nova,,Segunda-feira,17
Morada Nova,,Quarta-feira,16
Morada Nova,,Terça-feira,15
Moraújo,,Domingo,1
Moraújo,,Sexta-feira,1
Morrinhos,,Sábado,4
Morrinhos,,Domingo,3
Morrinhos,,Sexta-feira,2
Morrinhos,,Terça-feira,2
Morrinhos,,Quinta-feira,1
Morrinhos,,Segunda-feira,1
Mucambo,,Domingo,5
Mucambo,,Quinta-feira,3
Mucambo,,Segunda-feira,3
Mucambo,,Sexta-feira,2
Mucambo,,Sábado,1
Mulungu,,Sexta-feira,6
Mulungu,,Quarta-feira,4
Mulungu,,Sábado,4
Mulungu,,Domingo,3
Mulungu,,Quinta-feira,3
Mulungu,,Segunda-feira,1
Mulungu,,Terça-feira,1
Nova Olinda,,Domingo,7
Nova Olinda,,Sábado,7
Nova Olinda,,Segunda-feira,4
Nova Olinda,,Quarta-feira,3
Nova Olinda,,Quinta-feira,2
Nova Olinda,,Sexta-feira,2
Nova Russas,,Domingo,4
Nova Russas,,Segunda-feira,3
Nova Russas,,Sexta-feira,3
Nova Russas,,Quarta-feira,2
Nova Russas,,Sábado,2
Novo Oriente,,Quinta-feira,7
Novo Oriente,,Segunda-feira,4
Novo Oriente,,Sexta-feira,4
Novo Oriente,,Sábado,4
Novo Oriente,,Terça-feira,4
Novo Oriente,,Domingo,3
Novo Oriente,,Quarta-feira,1
Ocara,,Domingo,4
Ocara,,Sábado,3
Ocara,,Segunda-feira,2
Ocara,,Sexta-feira,2
Ocara,,Quarta-feira,1
Ocara,,Quinta-feira,1
Ocara,,Terça-feira,1
Orós,,Domingo,3
Orós,,Segunda-feira,3
Orós,,Sexta-feira,3
Orós,,Sábado,3
Orós,,Quarta-feira,2
Orós,,Quinta-feira,2
Orós,,Terça-feira,2
Pacajus,,Domingo,30
Pacajus,,Segunda-feira,25
Pacajus,,Sábado,22
Pacajus,,Quinta-feira,20
Pacajus,,Terça-feira,19
Pacajus,,Quarta-feira,14
Pacajus,,Sexta-feira,9
Pacatuba,,Domingo,36
Pacatuba,,Sexta-feira,32
Pacatuba,,Quarta-feira,31
Pacatuba,,Terça-feira,30
Pacatuba,,Sábado,29
Pacatuba,,Segunda-feira,24
Pacatuba,,Quinta-feira,21
Pacoti,,Sexta-feira,3
Pacoti,,Segunda-feira,2
Pacoti,,Terça-feira,2
Pacoti,,Quarta-feira,1
Pacoti,,Quinta-feira,1
Pacujá,,Domingo,2
Palhano,,Sábado,3
Palhano,,Domingo,1
Palhano,,Quarta-feira,1
Palmácia,,Quarta-feira,3
Palmácia,,Quinta-feira,3
Palmácia,,Domingo,2
Palmácia,,Sábado,2
Palmácia,,Segunda-feira,1
Paracuru,,Domingo,20
Paracuru,,Terça-feira,12
Paracuru,,Quinta-feira,10
Paracuru,,Segunda-feira,10
Paracuru,,Sexta-feira,10
Paracuru,,Sábado,8
Paracuru,,Quarta-feira,7
Paraipaba,,Domingo,16
Paraipaba,,Sexta-feira,9
Paraipaba,,Segunda-feira,6
Paraipaba,,Quarta-feira,5
Paraipaba,,Quinta-feira,5
Paraipaba,,Sábado,5
Parambu,,Quarta-feira,3
Parambu,,Sábado,3
Parambu,,Segunda-feira,2
Parambu,,Sexta-feira,2
Parambu,,Terça-feira,2
Parambu,,Domingo,1
Parambu,,Quinta-feira,1
Paramoti,,Sexta-feira,7
Paramoti,,Quarta-feira,5
Paramoti,,Quinta-feira,3
Paramoti,,Domingo,2
Paramoti,,Sábado,2
Paramoti,,Terça-feira,1
Pedra Branca,,Domingo,20
Pedra Branca,,Sexta-feira,9
Pedra Branca,,Terça-feira,7
Pedra Branca,,Quinta-feira,6
Pedra Branca,,Quarta-feira,5
Pedra Branca,,Sábado,3
Pedra Branca,,Segunda-feira,2
Penaforte,,Sábado,3
Penaforte,,Quinta-feira,2
Penaforte,,Terça-feira,1
Pentecoste,,Domingo,15
Pentecoste,,Sexta-feira,15
Pentecoste,,Sábado,12
Pentecoste,,Terça-feira,11
Pentecoste,,Quarta-feira,10
Pentecoste,,Segunda-feira,8
Pentecoste,,Quinta-feira,7
Pereiro,,Quarta-feira,4
Pereiro,,Domingo,2
Pereiro,,Quinta-feira,2
Pereiro,,Sexta-feira,2
Pereiro,,Segunda-feira,1
Pereiro,,Sábado,1
Pindoretama,,Quinta-feira,11
Pindoretama,,Sábado,10
Pindoretama,,Domingo,5
Pindoretama,,Quarta-feira,4
Pindoretama,,Terça-feira,4
Pindoretama,,Segunda-feira,3
Pindoretama,,Sexta-feira,2
Piquet Carneiro,,Sábado,5
Piquet Carneiro,,Quinta-feira,2
Piquet Carneiro,,Segunda-feira,2
Piquet Carneiro,,Domingo,1
Piquet Carneiro,,Sexta-feira,1
Pires Ferreira,,Domingo,1
Pires Ferreira,,Segunda-feira,1
Pires Ferreira,,Terça-feira,1
Poranga,,Sexta-feira,4
Poranga,,Domingo,3
Poranga,,Quinta-feira,3
Poranga,,Segunda-feira,2
Poranga,,Terça-feira,2
Poranga,,Quarta-feira,1
Porteiras,,Sábado,3
Porteiras,,Domingo,2
Porteiras,,Segunda-feira,1
Potengi,,Quinta-feira,2
Potengi,,Sexta-feira,1
Potengi,,Sábado,1
Potengi,,Terça-feira,1
Potiretama,,Segunda-feira,3
Potiretama,,Terça-feira,2
Potiretama,,Domingo,1
Potiretama,,Quinta-feira,1
Quiterianópolis,,Quinta-feira,3
Quiterianópolis,,Domingo,2
Quiterianópolis,,Segunda-feira,2
Quiterianópolis,,Sexta-feira,2
Quixadá,,Domingo,29
Quixadá,,Sábado,25
Quixadá,,Quinta-feira,24
Quixadá,,Segunda-feira,20
Quixadá,,Sexta-feira,18
Quixadá,,Quarta-feira,16
Quixadá,,Terça-feira,14
Quixelô,,Sábado,4
Quixelô,,Terça-feira,2
Quixelô,,Quarta-feira,1
Quixelô,,Segunda-feira,1
Quixeramobim,,Sábado,7
Quixeramobim,,Segunda-feira,5
Quixeramobim,,Domingo,3
Quixeramobim,,Quarta-feira,3
Quixeramobim,,Sexta-feira,3
Quixeramobim,,Terça-feira,3
Quixeramobim,,Quinta-feira,2
Quixeré,,Domingo,9
Quixeré,,Terça-feira,7
Quixeré,,Quarta-feira,6
Quixeré,,Quinta-feira,5
Quixeré,,Sábado,5
Quixeré,,Sexta-feira,4
Quixeré,,Segunda-feira,2
Redenção,,Domingo,4
Redenção,,Quarta-feira,4
Redenção,,Sábado,3
Redenção,,Terça-feira,2
Redenção,,Quinta-feira,1
Redenção,,Segunda-feira,1
Redenção,,Sexta-feira,1
Reriutaba,,Sexta-feira,5
Reriutaba,,Sábado,4
Reriutaba,,Domingo,1
Reriutaba,,Quinta-feira,1
Reriutaba,,Segunda-feira,1
Reriutaba,,Terça-feira,1
Russas,,Quarta-feira,21
Russas,,Segunda-feira,16
Russas,,Sexta-feira,16
Russas,,Domingo,15
Russas,,Terça-feira,14
Russas,,Sábado,13
Russas,,Quinta-feira,12
Saboeiro,,Domingo,3
Saboeiro,,Quarta-feira,3
Saboeiro,,Sexta-feira,3
Saboeiro,,Sábado,3
Saboeiro,,Quinta-feira,1
Saboeiro,,Segunda-feira,1
Saboeiro,,Terça-feira,1
Salitre,,Domingo,5
Salitre,,Quarta-feira,5
Salitre,,Terça-feira,4
Salitre,,Sábado,2
Salitre,,Quinta-feira,1
Salitre,,Sexta-feira,1
Santa Quitéria,,Sexta-feira,8
Santa Quitéria,,Terça-feira,7
Santa Quitéria,,Quarta-feira,6
Santa Quitéria,,Segunda-feira,2
Santa Quitéria,,Sábado,2
Santa Quitéria,,Domingo,1
Santa Quitéria,,Quinta-feira,1
Santana do Acaraú,,Sábado,4
Santana do Acaraú,,Domingo,3
Santana do Acaraú,,Segunda-feira,3
Santana do Acaraú,,Sexta-feira,3
Santana do Acaraú,,Quarta-feira,1
Santana do Acaraú,,Quinta-feira,1
Santana do Acaraú,,Terça-feira,1
Santana do Cariri,,Quarta-feira,1
Santana do Cariri,,Sexta-feira,1
Senador Pompeu,,Domingo,13
Senador Pompeu,,Sábado,11
Senador Pompeu,,Quarta-feira,4
Senador Pompeu,,Segunda-feira,4
Senador Pompeu,,Quinta-feira,2
Senador Pompeu,,Sexta-feira,2
Senador Sá,,Domingo,2
Senador Sá,,Segunda-feira,2
Senador Sá,,Quinta-feira,1
Sobral,,Domingo,69
Sobral,,Quinta-feira,61
Sobral,,Sábado,58
Sobral,,Segunda-feira,57
Sobral,,Quarta-feira,46
Sobral,,Sexta-feira,46
Sobral,,Terça-feira,33
Solonópole,,Sábado,10
Solonópole,,Domingo,5
Solonópole,,Sexta-feira,4
Solonópole,,Segunda-feira,3
Solonópole,,Quarta-feira,2
Solonópole,,Quinta-feira,2
Solonópole,,Terça-feira,2
São Benedito,,Quinta-feira,18
São Benedito,,Domingo,14
São Benedito,,Segunda-feira,13
São Benedito,,Quarta-feira,12
São Benedito,,Sábado,12
São Benedito,,Terça-feira,12
São Benedito,,Sexta-feira,6
São Gonçalo do Amarante,,Domingo,25
São Gonçalo do Amarante,,Segunda-feira,22
São Gonçalo do Amarante,,Quarta-feira,20
São Gonçalo do Amarante,,Quinta-feira,19
São Gonçalo do Amarante,,Sábado,18
São Gonçalo do Amarante,,Sexta-feira,15
São Gonçalo do Amarante,,Terça-feira,7
São João do Jaguaribe,,Quarta-feira,7
São João do Jaguaribe,,Segunda-feira,6
São João do Jaguaribe,,Terça-feira,5
São João do Jaguaribe,,Domingo,3
São João do Jaguaribe,,Sexta-feira,3
São João do Jaguaribe,,Sábado,2
São Luís do Curu,,Domingo,8
São Luís do Curu,,Sábado,5
São Luís do Curu,,Terça-feira,5
São Luís do Curu,,Segunda-feira,4
São Luís do Curu,,Quinta-feira,3
São Luís do Curu,,Sexta-feira,2
Tabuleiro do Norte,,Sábado,11
Tabuleiro do Norte,,Terça-feira,10
Tabuleiro do Norte,,Quinta-feira,8
Tabuleiro do Norte,,Domingo,7
Tabuleiro do Norte,,Sexta-feira,5
Tabuleiro do Norte,,Quarta-feira,4
Tabuleiro do Norte,,Segunda-feira,2
Tamboril,,Sexta-feira,7
Tamboril,,Domingo,6
Tamboril,,Sábado,5
Tamboril,,Segunda-feira,4
Tamboril,,Quarta-feira,2
Tamboril,,Terça-feira,2
Tamboril,,Quinta-feira,1
Tarrafas,,Quarta-feira,2
Tarrafas,,Domingo,1
Tarrafas,,Sexta-feira,1
Tarrafas,,Sábado,1
Tauá,,Sábado,11
Tauá,,Domingo,8
Tauá,,Sexta-feira,7
Tauá,,Segunda-feira,6
Tauá,,Terça-feira,6
Tauá,,Quinta-feira,5
Tauá,,Quarta-feira,4
Tejuçuoca,,Domingo,9
Tejuçuoca,,Sábado,8
Tejuçuoca,,Terça-feira,7
Tejuçuoca,,Quinta-feira,6
Tejuçuoca,,Sexta-feira,4
Tejuçuoca,,Quarta-feira,3
Tejuçuoca,,Segunda-feira,2
Tianguá,,Sexta-feira,24
Tianguá,,Quarta-feira,21
Tianguá,,Sábado,19
Tianguá,,Domingo,18
Tianguá,,Segunda-feira,18
Tianguá,,Terça-feira,16
Tianguá,,Quinta-feira,14
Trairi,,Sábado,29
Trairi,,Terça-feira,25
Trairi,,Sexta-feira,23
Trairi,,Domingo,22
Trairi,,Quinta-feira,18
Trairi,,Quarta-feira,12
Trairi,,Segunda-feira,11
Tururu,,Domingo,7
Tururu,,Quinta-feira,6
Tururu,,Quarta-feira,3
Tururu,,Sábado,3
Tururu,,Segunda-feira,2
Tururu,,Terça-feira,2
Tururu,,Sexta-feira,1
Ubajara,,Sábado,13
Ubajara,,Domingo,11
Ubajara,,Quarta-feira,5
Ubajara,,Segunda-feira,5
Ubajara,,Sexta-feira,5
Ubajara,,Quinta-feira,4
Ubajara,,Terça-feira,2
Umari,,Domingo,1
Umari,,Sexta-feira,1
Umirim,,Sábado,5
Umirim,,Segunda-feira,4
Umirim,,Terça-feira,4
Umirim,,Domingo,3
Umirim,,Quinta-feira,3
Umirim,,Sexta-feira,2
Umirim,,Quarta-feira,1
Uruburetama,,Sábado,9
Uruburetama,,Segunda-feira,6
Uruburetama,,Domingo,4
Uruburetama,,Quarta-feira,2
Uruburetama,,Quinta-feira,2
Uruburetama,,Terça-feira,2
Uruburetama,,Sexta-feira,1
Uruoca,,Segunda-feira,3
Uruoca,,Sábado,2
Uruoca,,Domingo,1
Uruoca,,Quarta-feira,1
Uruoca,,Quinta-feira,1
Uruoca,,Sexta-feira,1
Varjota,,Terça-feira,12
Varjota,,Quarta-feira,11
Varjota,,Quinta-feira,10
Varjota,,Domingo,9
Varjota,,Sábado,8
Varjota,,Segunda-feira,6
Varjota,,Sexta-feira,1
Viçosa do Ceará,,Quinta-feira,15
Viçosa do Ceará,,Domingo,9
Viçosa do Ceará,,Quarta-feira,7
Viçosa do Ceará,,Sexta-feira,7
Viçosa do Ceará,,Sábado,7
Viçosa do Ceará,,Terça-feira,5
Viçosa do Ceará,,Segunda-feira,4
Várzea Alegre,,Sábado,7
Várzea Alegre,,Domingo,3
Várzea Alegre,,Quarta-feira,3
Várzea Alegre,,Segunda-feira,1
Várzea Alegre,,Terça-feira,1
